age,gender,education,marital-status,native-country,race,hours-per-week,capital-gain,workclass
22,Male,HS-grad,Never-married,United-States,Black,24,0,Private
22,Male,HS-grad,Never-married,United-States,Black,40,0,Local-gov
22,Male,HS-grad,Never-married,United-States,Black,40,0,Private
22,Male,HS-grad,Never-married,United-States,Black,1,0,Private
22,Male,HS-grad,Never-married,United-States,Black,40,0,Private
22,Male,HS-grad,Never-married,United-States,Black,80,0,Private
22,Male,HS-grad,Never-married,United-States,Black,40,0,Private
22,Male,HS-grad,Never-married,United-States,Black,40,0,Private
22,Male,HS-grad,Never-married,United-States,Black,40,0,Private
22,Male,HS-grad,Never-married,United-States,Black,30,0,Private
22,Male,HS-grad,Never-married,United-States,Black,40,0,Private
22,Male,HS-grad,Never-married,United-States,Other,40,0,Private
22,Male,HS-grad,Never-married,United-States,Other,35,0,Private
22,Male,HS-grad,Never-married,United-States,White,45,0,Private
22,Male,HS-grad,Never-married,United-States,White,20,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Self-emp-not-inc
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,25,0,Private
22,Male,HS-grad,Never-married,United-States,White,24,0,Self-emp-inc
22,Male,HS-grad,Never-married,United-States,White,50,0,Local-gov
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,20,0,Private
22,Male,HS-grad,Never-married,United-States,White,43,0,Private
22,Male,HS-grad,Never-married,United-States,White,43,0,Federal-gov
22,Male,HS-grad,Never-married,United-States,White,40,4416,Without-pay
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,20,0,Local-gov
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,70,0,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Federal-gov
22,Male,HS-grad,Never-married,United-States,White,20,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,30,0,Private
22,Male,HS-grad,Never-married,United-States,White,41,0,Private
22,Male,HS-grad,Never-married,United-States,White,30,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Local-gov
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,20,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Self-emp-not-inc
22,Male,HS-grad,Never-married,United-States,White,16,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,2907,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,20,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,48,0,Private
22,Male,HS-grad,Never-married,United-States,White,20,0,Private
22,Male,HS-grad,Never-married,United-States,White,54,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,35,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,35,0,Private
22,Male,HS-grad,Never-married,United-States,White,37,0,Private
22,Male,HS-grad,Never-married,United-States,White,30,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,45,0,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,25,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,20,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,30,2907,Private
22,Male,HS-grad,Never-married,United-States,White,35,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Self-emp-not-inc
22,Male,HS-grad,Never-married,United-States,White,55,0,Private
22,Male,HS-grad,Never-married,United-States,White,27,0,Private
22,Male,HS-grad,Never-married,United-States,White,42,0,Private
22,Male,HS-grad,Never-married,United-States,White,55,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,20,0,Private
22,Male,HS-grad,Never-married,United-States,White,45,0,Private
22,Male,HS-grad,Never-married,United-States,White,35,0,Federal-gov
22,Male,HS-grad,Never-married,United-States,White,20,0,Self-emp-not-inc
22,Male,HS-grad,Never-married,United-States,White,60,0,Private
22,Male,HS-grad,Never-married,United-States,White,55,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,60,14084,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,45,0,Self-emp-inc
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,45,0,Private
22,Male,HS-grad,Never-married,United-States,White,55,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,18,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,20,0,Private
22,Male,HS-grad,Never-married,United-States,White,35,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Federal-gov
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,United-States,White,56,0,Local-gov
22,Male,HS-grad,Never-married,United-States,White,50,0,Private
22,Male,HS-grad,Never-married,United-States,White,40,0,Private
22,Male,HS-grad,Never-married,Yugoslavia,White,40,0,Private
22,Male,HS-grad,Separated,United-States,White,35,0,Private
22,Male,Some-college,Divorced,United-States,White,40,0,Private
22,Male,Some-college,Married-civ-spouse,Germany,White,30,0,Private
22,Male,Some-college,Married-civ-spouse,Mexico,White,40,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,Amer-Indian-Eskimo,40,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,Black,15,0,State-gov
22,Male,Some-college,Married-civ-spouse,United-States,Black,40,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,48,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,35,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,40,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,55,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,45,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,25,0,State-gov
22,Male,Some-college,Married-civ-spouse,United-States,White,45,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,20,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,37,0,Federal-gov
22,Male,Some-college,Married-civ-spouse,United-States,White,40,2105,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,55,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,35,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,28,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,40,2407,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,40,0,Local-gov
22,Male,Some-college,Married-civ-spouse,United-States,White,40,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,24,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,40,0,Self-emp-inc
22,Male,Some-college,Married-civ-spouse,United-States,White,40,0,Private
22,Male,Some-college,Married-civ-spouse,United-States,White,40,0,Local-gov
22,Male,Some-college,Married-spouse-absent,United-States,White,20,0,State-gov
22,Male,Some-college,Never-married,China,Asian-Pac-Islander,20,1055,Private
22,Male,Some-college,Never-married,Dominican-Republic,Black,30,0,Private
22,Male,Some-college,Never-married,Greece,White,25,0,Private
22,Male,Some-college,Never-married,Haiti,Black,39,0,State-gov
22,Male,Some-college,Never-married,India,Asian-Pac-Islander,24,0,Private
22,Male,Some-college,Never-married,Mexico,White,24,0,Private
22,Male,Some-college,Never-married,Philippines,Asian-Pac-Islander,20,0,Private
22,Male,Some-college,Never-married,Poland,White,40,0,Private
22,Male,Some-college,Never-married,Puerto-Rico,White,30,0,Private
22,Male,Some-college,Never-married,United-States,Asian-Pac-Islander,20,0,Local-gov
22,Male,Some-college,Never-married,United-States,Asian-Pac-Islander,24,0,Private
22,Male,Some-college,Never-married,United-States,Asian-Pac-Islander,35,0,Private
22,Male,Some-college,Never-married,United-States,Asian-Pac-Islander,40,0,Private
22,Male,Some-college,Never-married,United-States,Black,10,0,Private
22,Male,Some-college,Never-married,United-States,Black,20,0,Federal-gov
22,Male,Some-college,Never-married,United-States,Black,20,0,Private
22,Male,Some-college,Never-married,United-States,Black,40,0,Private
22,Male,Some-college,Never-married,United-States,Black,40,0,Federal-gov
22,Male,Some-college,Never-married,United-States,Black,20,0,State-gov
22,Male,Some-college,Never-married,United-States,Black,20,0,Private
22,Male,Some-college,Never-married,United-States,Black,15,0,Private
22,Male,Some-college,Never-married,United-States,Black,20,0,Private
22,Male,Some-college,Never-married,United-States,Black,40,0,Private
22,Male,Some-college,Never-married,United-States,Black,35,0,Private
22,Male,Some-college,Never-married,United-States,Black,25,0,Private
22,Male,Some-college,Never-married,United-States,Black,35,0,Private
22,Male,Some-college,Never-married,United-States,Black,39,0,Private
22,Male,Some-college,Never-married,United-States,Black,55,99999,Self-emp-not-inc
22,Male,Some-college,Never-married,United-States,Black,22,0,Private
22,Male,Some-college,Never-married,United-States,Other,20,0,State-gov
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Self-emp-not-inc
22,Male,Some-college,Never-married,United-States,White,35,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,30,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Private
22,Male,Some-college,Never-married,United-States,White,32,0,Private
22,Male,Some-college,Never-married,United-States,White,98,0,Private
22,Male,Some-college,Never-married,United-States,White,60,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Private
22,Male,Some-college,Never-married,United-States,White,42,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,30,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,45,0,State-gov
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Federal-gov
22,Male,Some-college,Never-married,United-States,White,12,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,12,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,12,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Local-gov
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,30,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,15,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,38,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,48,0,Self-emp-not-inc
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,15,0,Private
22,Male,Some-college,Never-married,United-States,White,16,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,30,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,30,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,State-gov
22,Male,Some-college,Never-married,United-States,White,30,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,32,0,Private
22,Male,Some-college,Never-married,United-States,White,30,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,10,0,State-gov
22,Male,Some-college,Never-married,United-States,White,48,0,Private
22,Male,Some-college,Never-married,United-States,White,10,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,4,0,Federal-gov
22,Male,Some-college,Never-married,United-States,White,44,0,Private
22,Male,Some-college,Never-married,United-States,White,18,0,Private
22,Male,Some-college,Never-married,United-States,White,45,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,30,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,30,0,Private
22,Male,Some-college,Never-married,United-States,White,10,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Self-emp-not-inc
22,Male,Some-college,Never-married,United-States,White,65,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,36,0,Private
22,Male,Some-college,Never-married,United-States,White,60,0,Private
22,Male,Some-college,Never-married,United-States,White,10,0,State-gov
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,10,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,State-gov
22,Male,Some-college,Never-married,United-States,White,15,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,3325,Private
22,Male,Some-college,Never-married,United-States,White,10,0,State-gov
22,Male,Some-college,Never-married,United-States,White,55,0,Private
22,Male,Some-college,Never-married,United-States,White,8,0,Private
22,Male,Some-college,Never-married,United-States,White,45,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,24,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Self-emp-not-inc
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Private
22,Male,Some-college,Never-married,United-States,White,32,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Self-emp-not-inc
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,15,1055,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,10,0,Private
22,Male,Some-college,Never-married,United-States,White,34,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Private
22,Male,Some-college,Never-married,United-States,White,10,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,State-gov
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,20,0,Private
22,Male,Some-college,Never-married,United-States,White,25,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,50,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Self-emp-inc
22,Male,Some-college,Never-married,United-States,White,40,0,Private
22,Male,Some-college,Never-married,United-States,White,35,0,Private
23,Female,10th,Married-civ-spouse,Vietnam,Asian-Pac-Islander,40,0,Private
23,Female,10th,Never-married,United-States,Black,40,0,Private
23,Female,10th,Never-married,United-States,White,40,0,Self-emp-not-inc
23,Female,10th,Never-married,United-States,White,40,0,Private
23,Female,10th,Never-married,United-States,White,20,0,Private
23,Female,10th,Never-married,United-States,White,40,0,Private
23,Female,10th,Never-married,United-States,White,40,0,Private
23,Female,11th,Divorced,United-States,White,35,0,Private
23,Female,11th,Never-married,Puerto-Rico,White,40,0,Private
23,Female,11th,Never-married,United-States,Black,40,0,Federal-gov
23,Female,11th,Never-married,United-States,White,40,0,Private
23,Female,11th,Never-married,United-States,White,40,0,Private
23,Female,11th,Never-married,United-States,White,38,0,Private
23,Female,11th,Never-married,United-States,White,24,0,Private
23,Female,11th,Separated,United-States,White,40,0,Private
23,Female,12th,Never-married,United-States,White,25,0,Private
23,Female,12th,Never-married,United-States,White,40,0,Private
23,Female,12th,Never-married,United-States,White,30,0,Private
23,Female,12th,Never-married,United-States,White,38,0,Private
23,Female,1st-4th,Married-civ-spouse,Mexico,Amer-Indian-Eskimo,35,0,Private
23,Female,5th-6th,Married-civ-spouse,Mexico,White,40,0,Private
23,Female,5th-6th,Never-married,Mexico,White,12,0,Private
23,Female,7th-8th,Married-civ-spouse,El-Salvador,Other,30,0,Private
23,Female,7th-8th,Never-married,Dominican-Republic,Black,40,0,Private
23,Female,9th,Never-married,Mexico,White,40,0,Private
23,Female,9th,Never-married,United-States,Black,30,0,Private
23,Female,Assoc-acdm,Married-civ-spouse,Germany,White,45,0,Private
23,Female,Assoc-acdm,Married-civ-spouse,Puerto-Rico,White,40,0,Private
23,Female,Assoc-acdm,Married-civ-spouse,United-States,White,25,0,Private
23,Female,Assoc-acdm,Never-married,Poland,White,40,0,Federal-gov
23,Female,Assoc-acdm,Never-married,United-States,Black,35,0,Local-gov
23,Female,Assoc-acdm,Never-married,United-States,Black,36,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,25,2176,Private
23,Female,Assoc-acdm,Never-married,United-States,White,20,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,15,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,35,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,20,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,40,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,52,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,25,0,State-gov
23,Female,Assoc-acdm,Never-married,United-States,White,25,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,32,0,Federal-gov
23,Female,Assoc-acdm,Never-married,United-States,White,35,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,12,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,35,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,70,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,65,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,40,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,35,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,50,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,20,0,Private
23,Female,Assoc-acdm,Never-married,United-States,White,40,0,Private
23,Female,Assoc-acdm,Never-married,Vietnam,Asian-Pac-Islander,30,0,Private
23,Female,Assoc-voc,Divorced,United-States,White,30,0,Private
23,Female,Assoc-voc,Married-AF-spouse,United-States,White,30,0,State-gov
23,Female,Assoc-voc,Married-civ-spouse,United-States,White,30,0,Private
23,Female,Assoc-voc,Never-married,Germany,White,40,0,Private
23,Female,Assoc-voc,Never-married,United-States,Black,40,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,15,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,36,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,40,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,36,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,36,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,40,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,60,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,40,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,50,0,Local-gov
23,Female,Assoc-voc,Never-married,United-States,White,40,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,40,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,40,0,Private
23,Female,Assoc-voc,Never-married,United-States,White,40,0,State-gov
23,Female,Assoc-voc,Separated,United-States,White,40,0,Private
23,Female,Bachelors,Divorced,United-States,White,43,0,Self-emp-inc
23,Female,Bachelors,Divorced,United-States,White,70,8614,Private
23,Female,Bachelors,Married-civ-spouse,United-States,White,45,0,Private
23,Female,Bachelors,Married-civ-spouse,United-States,White,40,0,Private
23,Female,Bachelors,Married-civ-spouse,United-States,White,40,0,Private
23,Female,Bachelors,Never-married,Canada,Other,40,0,State-gov
23,Female,Bachelors,Never-married,Canada,White,40,0,Private
23,Female,Bachelors,Never-married,Canada,White,35,0,Private
23,Female,Bachelors,Never-married,China,Asian-Pac-Islander,35,0,Local-gov
23,Female,Bachelors,Never-married,Cuba,White,40,0,Private
23,Female,Bachelors,Never-married,England,White,30,0,Private
23,Female,Bachelors,Never-married,Germany,White,40,0,Local-gov
23,Female,Bachelors,Never-married,United-States,Asian-Pac-Islander,40,0,Private
23,Female,Bachelors,Never-married,United-States,Asian-Pac-Islander,52,0,State-gov
23,Female,Bachelors,Never-married,United-States,Asian-Pac-Islander,20,0,Private
23,Female,Bachelors,Never-married,United-States,Asian-Pac-Islander,20,0,Private
23,Female,Bachelors,Never-married,United-States,Black,40,0,Private
23,Female,Bachelors,Never-married,United-States,Black,40,0,Private
23,Female,Bachelors,Never-married,United-States,Black,40,0,Local-gov
23,Female,Bachelors,Never-married,United-States,Black,30,0,Private
23,Female,Bachelors,Never-married,United-States,Black,32,0,Private
23,Female,Bachelors,Never-married,United-States,Black,38,0,Private
23,Female,Bachelors,Never-married,United-States,Black,32,0,Local-gov
23,Female,Bachelors,Never-married,United-States,Black,30,0,Private
23,Female,Bachelors,Never-married,United-States,Black,40,0,Private
23,Female,Bachelors,Never-married,United-States,Black,25,0,Private
23,Female,Bachelors,Never-married,United-States,Black,45,0,Private
23,Female,Bachelors,Never-married,United-States,White,40,0,Private
23,Female,Bachelors,Never-married,United-States,White,40,0,Private
23,Female,Bachelors,Never-married,United-States,White,40,0,Private
23,Female,Bachelors,Never-married,United-States,White,20,0,Private
23,Female,Bachelors,Never-married,United-States,White,60,0,Private
23,Female,Bachelors,Never-married,United-States,White,40,0,Self-emp-not-inc
23,Female,Bachelors,Never-married,United-States,White,12,0,State-gov
23,Female,Bachelors,Never-married,United-States,White,38,0,Private
23,Female,Bachelors,Never-married,United-States,White,45,0,Private
23,Female,Bachelors,Never-married,United-States,White,40,0,Private
23,Female,Bachelors,Never-married,United-States,White,50,0,Private
23,Female,Bachelors,Never-married,United-States,White,40,0,Private
23,Female,Bachelors,Never-married,United-States,White,40,0,Private
23,Female,Bachelors,Never-married,United-States,White,40,0,Local-gov
23,Female,Bachelors,Never-married,United-States,White,16,0,Private
23,Female,Bachelors,Never-married,United-States,White,40,0,Private
23,Female,Bachelors,Never-married,United-States,White,60,0,Private
